50,111699900,265600,42219100,
50,28690100,159200,251400,
50,27358400,105300,344000,
50,17659200,168400,267800,
50,21515000,106500,139700,
50,19195600,92200,376900,
50,22108200,137500,195900,
50,14750900,84600,107300,
50,18868500,126400,142700,
50,14750200,118300,105500,
50,20141400,99000,76100,
50,26419500,66700,86300,
50,18131200,63600,73500,
50,23398800,90300,125200,
50,20199500,114000,167600,
50,20327300,99000,63100,
50,14803100,45400,64200,
50,16635100,53900,65800,
50,24066300,49200,68500,
50,16317300,51100,64500,
100,247530000,85900,119600,
100,185086500,81700,113600,
100,180476400,79200,129600,
100,152981700,72300,117300,
100,245206600,76900,112100,
100,197165700,77400,114900,
100,198537700,97900,113900,
100,137449500,94000,130900,
100,168988900,87000,109900,
100,214478300,89700,123300,
100,229479300,99300,123800,
100,151834000,68000,105700,
100,168245400,87800,112700,
100,199105700,78100,119800,
100,215496300,94300,120500,
100,153307900,95400,1324200,
100,154245000,73700,106900,
100,215197000,82700,106800,
100,181677900,75800,117700,
100,213371400,79500,104500,
150,747947900,112800,163800,
150,1071711900,128800,163200,
150,537131700,121400,175500,
150,698650800,115000,178900,
150,653123400,108000,169100,
150,602840000,130700,160300,
150,864787800,117000,171700,
150,651916700,114500,157000,
150,539817900,106300,174800,
150,755578900,105400,167200,
150,865503600,144800,149600,
150,429911300,120800,156200,
150,753780100,96100,145700,
150,977717700,85700,160600,
150,587429400,108200,157500,
150,596511200,105000,193600,
150,750685500,69500,204300,
150,699136200,89800,142300,
150,645056800,70200,138900,
150,749616600,45800,139000,
200,1835831000,55500,199900,
200,1820345500,60400,182800,
200,1298873700,64300,192800,
200,1941241100,59300,190200,
200,1559667100,56600,184300,
200,1691356900,60900,193100,
200,2603959100,61800,190400,
200,1548712700,53600,196200,
200,2611545000,61700,194300,
200,1311837500,56400,188900,
200,1837264000,61600,194800,
200,1945242800,58000,190200,
200,1817427700,57200,189000,
200,1436625600,65600,193600,
200,1179120800,61600,183800,
200,1706502600,56900,312000,
200,1690488400,66800,224600,
200,1827447900,55500,187600,
200,1569626000,56900,191800,
200,2362782500,55100,194400,
250,4158902000,70200,237800,
250,3902524100,68500,240800,
250,3904223500,66800,410200,
250,4207304400,70300,286400,
250,4415613700,79300,251600,
250,4156805600,68600,251800,
250,3081329000,62100,250100,
250,4154449800,67700,249400,
250,3129845100,95500,251800,
250,4146745100,118600,257100,
250,4914923500,62000,254500,
250,3887793000,74300,266900,
250,3375386200,106500,246200,
250,2356041700,62300,243900,
250,3899601100,65100,281200,
250,3102112900,77400,252000,
250,4444444700,64300,240900,
250,2856775300,58600,247900,
250,3709530100,67800,277900,
250,3126406600,70300,239800,
300,7769357900,73600,307600,
300,5000762500,78600,349800,
300,6379215700,73800,236100,
300,8219759600,72600,199500,
300,6824489000,74700,222400,
300,7242477600,75600,209100,
300,6346778900,84000,179600,
300,8315790000,73900,157500,
300,5908245700,79400,157300,
300,4997985500,70500,155400,
300,7726546800,75300,157600,
300,9573813600,86700,160300,
300,5006285200,69000,160800,
300,5887194000,74500,160000,
300,6348720100,75400,162700,
300,9661436000,101400,176800,
300,5039122000,72400,157100,
300,7731989300,70600,157800,
300,6353234400,70600,155300,
300,7701925400,69800,158400,
350,7270377900,89700,183800,
350,15334366100,91600,185100,
350,13232154800,94100,194500,
350,10231671700,83700,184500,
350,13116782000,84100,187200,
350,12425755800,85200,194400,
350,13168293800,84700,205400,
350,10249201400,106000,200000,
350,10281472300,116500,182000,
350,11665717900,76700,184200,
350,9525498600,74600,215900,
350,13806492900,110500,185900,
350,10274377400,75900,183900,
350,12427889600,109000,185600,
350,12443420200,87600,186400,
350,7303924300,69900,182900,
350,14585857900,76700,182600,
350,9539398700,74200,183400,
350,12422759100,89200,191400,
350,12832112300,82200,198600,
400,19825672600,87000,211100,
400,19889266200,78600,219500,
400,20899126600,89200,222900,
400,16517560900,189400,213800,
400,24185752000,194400,215500,
400,18723913100,63100,216700,
400,14280124800,63400,210500,
400,13310807900,60700,214200,
400,24212942500,61900,234200,
400,18716675300,66100,247700,
400,17662618200,60300,217200,
400,17591986600,59700,209300,
400,17684809900,62900,209600,
400,20973910200,62300,209200,
400,15415632800,54800,211600,
400,14331579300,56700,207200,
400,15462382200,65700,244900,
400,15481480200,55800,210500,
400,17565277100,76300,211000,
400,16498997700,68600,231400,
450,22183955600,63400,262500,
450,33136336900,73200,240000,
450,26912390800,66100,239900,
450,30087397700,63100,239000,
450,20747444400,64700,239700,
450,15764665500,61600,238500,
450,26825552500,68800,234900,
450,20545568100,62200,239400,
450,20613105800,58900,371600,
450,23701330900,68200,278400,
450,23685566500,68400,342600,
450,22140818200,63800,227500,
450,26805403700,65400,231000,
450,30119924500,73200,220600,
450,25261081800,66200,207600,
450,23683416100,90800,213300,
450,18942807400,64300,210000,
450,23738740200,69000,209600,
450,23711763800,62200,220100,
450,25252486800,79100,212600,
500,34934219300,69900,236400,
500,41512843600,73800,243300,
500,39248469700,59400,229900,
500,28451264200,55400,220900,
500,26080325000,54900,221800,
500,34866717100,61700,221100,
500,34762507200,61600,230200,
500,32726480800,61500,224700,
500,37056663500,64600,228500,
500,39092303500,60800,225400,
500,30598232900,58100,235300,
500,37137431000,60100,228800,
500,45741811200,74300,233600,
500,36995895700,76200,233700,
500,35276968600,87400,227500,
500,39704083800,63600,221200,
500,39628192600,57400,235100,
500,30627158600,71000,253800,
500,28289368400,70400,246000,
500,39225198900,82300,240300,
